hh_id,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_29,f_0_to_29,m_30_to_59,f_30_to_59,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d174_hh85,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d184_hh210,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d69_hh99,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d125_hh236,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0
d164_hh220,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d16_hh177,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
d11_hh214,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d37_hh160,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d144_hh289,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d56_hh63,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
d156_hh151,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
d183_hh93,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d45_hh79,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d18_hh6,0,1,0,0,1,0,0,0,0,1,2,0,0,1,2,0
d25_hh80,1,0,0,0,0,4,0,0,4,0,0,0,0,1,3,0
d107_hh258,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d155_hh206,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0
d63_hh131,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
d65_hh67,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d193_hh67,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d81_hh81,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d30_hh132,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d69_hh222,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d148_hh247,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
d208_hh137,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
d59_hh132,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0
d196_hh229,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0
d77_hh83,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d165_hh274,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d140_hh260,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d192_hh58,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
d141_hh6,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d202_hh111,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d148_hh100,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d169_hh148,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d175_hh239,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
d205_hh217,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d161_hh250,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d125_hh189,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d85_hh104,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d51_hh186,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d160_hh59,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d13_hh263,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d7_hh64,0,1,0,0,0,4,0,0,1,0,0,3,0,2,2,0
d158_hh85,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d55_hh131,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d41_hh254,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d194_hh114,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
d170_hh63,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d21_hh21,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d162_hh113,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d209_hh40,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0
d211_hh86,1,0,0,0,0,5,0,1,2,1,1,0,0,4,1,0
d76_hh6,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1
d128_hh184,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d33_hh266,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
d13_hh157,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d112_hh177,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d88_hh267,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d144_hh253,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d51_hh285,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0
d135_hh191,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d61_hh246,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d208_hh221,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d205_hh73,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d106_hh24,0,1,0,0,0,4,2,0,0,2,0,0,1,1,0,0
d38_hh101,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d135_hh226,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d213_hh238,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d35_hh211,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1
d9_hh170,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d72_hh77,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
d163_hh115,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d79_hh255,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d8_hh155,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d203_hh96,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
d46_hh57,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0
d205_hh54,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d6_hh155,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
d3_hh27,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0
d125_hh167,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d19_hh147,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d85_hh214,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d181_hh225,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0
d49_hh103,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d151_hh215,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d66_hh13,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d161_hh238,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d120_hh118,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d1_hh234,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d167_hh276,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d90_hh214,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d143_hh82,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d141_hh235,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d82_hh256,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d178_hh263,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d14_hh205,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d190_hh38,0,1,0,0,1,0,1,0,0,2,0,0,0,1,1,0
d190_hh176,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d91_hh98,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d58_hh81,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
d16_hh75,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d181_hh17,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0
d187_hh32,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d70_hh172,1,0,0,0,1,0,2,0,0,1,0,0,0,0,3,0
d115_hh186,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d30_hh44,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d128_hh180,0,1,0,0,0,4,2,1,0,1,0,0,0,1,0,0
d101_hh182,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d120_hh45,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d71_hh163,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
d69_hh13,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d141_hh194,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d29_hh167,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
d208_hh2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d55_hh226,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d73_hh84,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0
d148_hh117,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d11_hh26,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
d77_hh156,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0
d37_hh159,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0
d59_hh207,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1
d154_hh132,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
d6_hh77,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d32_hh203,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d135_hh78,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d11_hh79,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d91_hh241,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d203_hh139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d211_hh211,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
d94_hh137,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d14_hh75,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
d114_hh12,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
d8_hh149,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d215_hh157,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d44_hh163,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d91_hh79,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d169_hh247,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0
d16_hh201,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d56_hh166,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d196_hh126,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d75_hh15,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d139_hh9,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d130_hh177,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d65_hh227,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d73_hh153,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d22_hh176,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d65_hh75,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d39_hh96,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d206_hh279,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d23_hh236,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d14_hh67,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d97_hh20,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d189_hh268,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0
d82_hh231,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0
d131_hh41,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0
d185_hh143,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d9_hh289,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d130_hh273,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d35_hh104,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d13_hh239,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d15_hh188,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d194_hh142,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0
d42_hh263,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d129_hh209,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d152_hh175,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d137_hh201,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
d94_hh246,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
d174_hh97,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0
d64_hh137,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d191_hh12,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d134_hh31,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d196_hh139,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d125_hh248,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d2_hh232,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d140_hh195,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d141_hh209,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d122_hh271,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d107_hh103,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d193_hh61,0,1,0,0,0,5,0,0,0,1,3,1,0,2,2,1
d157_hh215,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d136_hh32,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2
d134_hh76,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d143_hh224,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d3_hh35,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d71_hh146,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d20_hh44,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d126_hh184,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d174_hh6,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d34_hh12,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d107_hh246,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0
d27_hh269,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d56_hh177,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d33_hh64,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0
d150_hh168,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d156_hh153,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d103_hh192,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d171_hh189,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d73_hh33,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d176_hh194,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d91_hh113,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d191_hh30,0,1,0,0,1,0,1,0,0,2,0,0,0,0,2,0
d131_hh204,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d32_hh101,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d11_hh132,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d170_hh273,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d131_hh212,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d111_hh206,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
d91_hh32,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
d187_hh30,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
d121_hh170,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d60_hh191,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d153_hh100,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
d134_hh156,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d134_hh166,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d167_hh70,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d196_hh197,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d71_hh245,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d142_hh106,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
d99_hh230,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0
d124_hh118,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d202_hh17,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
d202_hh222,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d215_hh82,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d128_hh297,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d185_hh57,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d204_hh231,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d148_hh104,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
d198_hh78,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d160_hh104,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d180_hh254,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d101_hh186,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d157_hh222,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d210_hh262,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
d79_hh198,1,0,0,0,0,4,0,1,1,0,1,1,0,2,2,0
d115_hh55,1,0,0,0,0,4,2,1,1,0,0,0,0,1,1,0
d115_hh124,1,0,0,0,0,6,2,0,2,0,1,1,1,2,3,0
