hh_id,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d3283_hh219,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0
d77_hh148,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
d677_hh128,1,0,0,0,0,4,3,0,0,1,0,0,0,0,4,0
d1188_hh237,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d2728_hh143,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d3256_hh147,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d868_hh60,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
d513_hh115,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d31_hh246,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
d1887_hh132,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d1927_hh168,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0
d756_hh58,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
d859_hh267,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d1916_hh155,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d3664_hh113,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d3290_hh152,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0
d2449_hh209,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d3586_hh101,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d93_hh138,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d2667_hh11,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d2614_hh139,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d1581_hh138,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d2985_hh234,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d582_hh74,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d1752_hh25,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
d1301_hh21,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0
d445_hh138,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d1753_hh75,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d1342_hh125,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
d2116_hh74,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0
d2590_hh237,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d1771_hh9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
d272_hh30,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d3029_hh36,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d1361_hh32,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
d3398_hh81,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0
d3057_hh29,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0
d1184_hh148,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d1670_hh108,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d666_hh158,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d2595_hh114,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d252_hh65,0,1,0,0,1,0,0,0,2,0,0,1,0,0,2,1
d2297_hh266,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
d856_hh210,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
d132_hh19,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d3687_hh27,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d1307_hh124,1,0,0,0,0,6,0,0,1,2,1,2,0,1,4,1
d3763_hh232,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
d428_hh24,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
d1969_hh48,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d834_hh133,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d3634_hh37,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
d1765_hh279,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
d3203_hh239,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d195_hh14,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d1975_hh158,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d3074_hh130,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d490_hh133,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d1718_hh123,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d793_hh185,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d1056_hh191,1,0,0,0,1,0,0,1,1,0,1,0,0,1,2,0
d3839_hh243,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
d1999_hh34,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d995_hh156,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0
d1367_hh33,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d3577_hh104,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d3257_hh182,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2
d269_hh229,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d3291_hh28,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d1827_hh38,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
d1640_hh159,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d2442_hh258,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d25_hh117,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
d1761_hh5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d304_hh129,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
d2616_hh285,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d3840_hh121,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d1123_hh183,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
d1619_hh202,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d2496_hh140,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
d3603_hh82,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d2379_hh59,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d2717_hh217,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d1628_hh179,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d915_hh162,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
d113_hh110,1,0,0,0,0,4,2,0,1,0,1,0,0,1,3,0
d1274_hh93,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
d758_hh264,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d3565_hh163,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d683_hh222,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d822_hh176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d1382_hh71,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d3186_hh28,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d2296_hh138,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d183_hh223,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d403_hh91,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0
d1760_hh242,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d3798_hh220,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d1847_hh78,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d1806_hh140,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d3581_hh17,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
d380_hh73,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d3850_hh159,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
d2921_hh236,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d1842_hh102,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d1708_hh169,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d753_hh165,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d2575_hh228,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
d3484_hh104,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0
d1394_hh58,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
d306_hh88,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d2913_hh234,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d3558_hh123,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1
d2334_hh116,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d3611_hh290,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d3147_hh179,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
d597_hh242,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d1432_hh28,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0
d3029_hh240,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d2265_hh284,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d2128_hh156,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0
d2747_hh173,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d3332_hh45,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d1162_hh12,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d1234_hh19,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d2820_hh4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0
d1501_hh153,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d2736_hh240,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d2306_hh178,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d520_hh178,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
d2008_hh208,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d2970_hh232,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d444_hh2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
d3455_hh59,0,1,0,0,0,5,0,0,0,1,1,3,0,4,1,0
d1288_hh132,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d3013_hh56,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d2285_hh55,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d676_hh59,1,0,0,0,0,4,0,2,0,2,0,0,0,1,3,0
d695_hh127,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
d3676_hh247,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0
d582_hh148,1,0,0,0,0,4,3,1,0,0,0,0,0,0,4,0
d1900_hh82,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d3592_hh146,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d1829_hh34,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d3481_hh152,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d3316_hh215,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d2070_hh16,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d1770_hh135,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d112_hh89,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d3432_hh92,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0
d2761_hh237,0,1,0,0,0,4,0,2,1,1,0,0,0,2,2,0
d1561_hh159,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d1696_hh187,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d610_hh97,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d3362_hh101,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d291_hh68,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d1773_hh32,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d2203_hh295,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d2838_hh77,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d318_hh225,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d3118_hh227,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d399_hh131,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d2614_hh41,1,0,0,0,1,0,2,0,0,1,0,0,1,0,2,0
d2355_hh7,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0
d2939_hh27,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d2803_hh213,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d758_hh0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
d818_hh134,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d89_hh227,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
d1223_hh1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1
d1060_hh218,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
d3577_hh245,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d2074_hh124,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0
d2672_hh50,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0
d2639_hh78,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d3470_hh230,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d2117_hh300,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0
d1106_hh276,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
d1232_hh70,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d1011_hh6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d631_hh44,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
d1405_hh138,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d511_hh147,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d194_hh16,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
