geography_code,variable,synth_fraction,constraint_fraction
d10,edu_middle,0.6169429097605893,0.6169429097605893
d10,edu_high,0.09023941068139964,0.09023941068139964
d12,location_urban,0,0
d12,location_rural,1,1
d12,hh_size1,0.3161512027491409,0.3137931034482759
d12,hh_size2,0.6151202749140894,0.6172413793103448
d12,hh_size3,0.013745704467353952,0.013793103448275862
d12,hh_size4,0.054982817869415807,0.05517241379310345
d12,m_0_to_30,0.02510460251046025,0.025157232704402517
d12,f_0_to_30,0.02092050209205021,0.020964360587002098
d12,m_30_to_60,0.3200836820083682,0.32075471698113206
d12,f_30_to_60,0.3179916317991632,0.31865828092243187
d12,m_gt_60,0.14853556485355648,0.14675052410901468
d12,f_gt_60,0.16736401673640167,0.16771488469601678
d12,edu_non,0.11297071129707113,0.11530398322851153
d12,edu_low,0.5313807531380753,0.5283018867924528
d12,edu_middle,0.3389121338912134,0.33962264150943394
d12,edu_high,0.016736401673640166,0.016771488469601678
d3,location_urban,0,0
d3,location_rural,1,1
d3,hh_size1,0.23875432525951557,0.23793103448275862
d3,hh_size2,0.657439446366782,0.6517241379310345
d3,hh_size3,0,0
d3,hh_size4,0.10380622837370242,0.1103448275862069
d3,m_0_to_30,0.008350730688935281,0.008350730688935281
d3,f_0_to_30,0.025052192066805846,0.025052192066805846
d3,m_30_to_60,0.34029227557411273,0.34029227557411273
d3,f_30_to_60,0.31315240083507306,0.31315240083507306
d3,m_gt_60,0.1419624217118998,0.1419624217118998
d3,f_gt_60,0.17118997912317327,0.17118997912317327
d3,edu_non,0.12108559498956159,0.12108559498956159
d3,edu_low,0.5782881002087683,0.5782881002087683
d3,edu_middle,0.2839248434237996,0.2839248434237996
d3,edu_high,0.016701461377870562,0.016701461377870562
d13,location_urban,1,1
d13,location_rural,0,0
d13,hh_size1,0.3584905660377358,0.359375
d13,hh_size2,0.4276729559748428,0.425
d13,hh_size3,0.031446540880503145,0.03125
d13,hh_size4,0.18238993710691823,0.184375
d13,m_0_to_30,0.14135021097046413,0.1407563025210084
d13,f_0_to_30,0.14135021097046413,0.1407563025210084
d13,m_30_to_60,0.34177215189873417,0.34243697478991597
d13,f_30_to_60,0.2869198312236287,0.28781512605042014
d13,m_gt_60,0.052742616033755275,0.052521008403361345
d13,f_gt_60,0.035864978902953586,0.03571428571428571
d13,edu_non,0.05907172995780591,0.058823529411764705
d13,edu_low,0.2088607594936709,0.20798319327731093
d13,edu_middle,0.6265822784810127,0.6281512605042017
d13,edu_high,0.10548523206751055,0.10504201680672269
d2,location_urban,1,1
d2,location_rural,0,0
d2,hh_size1,0.3957703927492447,0.39457831325301207
d2,hh_size2,0.4954682779456193,0.49096385542168675
d2,hh_size3,0,0
d2,hh_size4,0.10876132930513595,0.1144578313253012
d2,m_0_to_30,0.050505050505050504,0.050505050505050504
d2,f_0_to_30,0.052525252525252523,0.052525252525252523
d2,m_30_to_60,0.3434343434343434,0.3434343434343434
d2,f_30_to_60,0.33131313131313134,0.33131313131313134
d2,m_gt_60,0.11313131313131314,0.11313131313131314
d2,f_gt_60,0.10909090909090909,0.10909090909090909
d2,edu_non,0.13333333333333333,0.13333333333333333
d2,edu_low,0.3696969696969697,0.3696969696969697
d2,edu_middle,0.4666666666666667,0.4666666666666667
d2,edu_high,0.030303030303030304,0.030303030303030304
d4,location_urban,1,1
d4,location_rural,0,0
d4,hh_size1,0.3467048710601719,0.34770114942528735
d4,hh_size2,0.3868194842406877,0.39080459770114945
d4,hh_size3,0.022922636103151862,0.022988505747126436
d4,hh_size4,0.24355300859598855,0.23850574712643677
d4,m_0_to_30,0.17,0.17
d4,f_0_to_30,0.196,0.196
d4,m_30_to_60,0.268,0.268
d4,f_30_to_60,0.27,0.27
d4,m_gt_60,0.056,0.056
d4,f_gt_60,0.04,0.04
d4,edu_non,0.066,0.066
d4,edu_low,0.168,0.168
d4,edu_middle,0.596,0.596
d4,edu_high,0.17,0.17
d29,location_urban,1,1
d29,location_rural,0,0
d29,hh_size1,0.29276315789473684,0.29180327868852457
d29,hh_size2,0.5131578947368421,0.5081967213114754
d29,hh_size3,0.029605263157894735,0.029508196721311476
d29,hh_size4,0.16447368421052633,0.17049180327868851
d29,m_0_to_30,0.13807531380753138,0.13807531380753138
d29,f_0_to_30,0.15690376569037656,0.15690376569037656
d29,m_30_to_60,0.30962343096234307,0.30962343096234307
d29,f_30_to_60,0.3054393305439331,0.3054393305439331
d29,m_gt_60,0.043933054393305436,0.043933054393305436
d29,f_gt_60,0.04602510460251046,0.04602510460251046
d29,edu_non,0.06276150627615062,0.06276150627615062
d29,edu_low,0.26569037656903766,0.26569037656903766
d29,edu_middle,0.5564853556485355,0.5564853556485355
d29,edu_high,0.11506276150627615,0.11506276150627615
d28,location_urban,1,1
d28,location_rural,0,0
d28,hh_size1,0.30973451327433627,0.30791788856304986
d28,hh_size2,0.46607669616519176,0.4633431085043988
d28,hh_size3,0.032448377581120944,0.03225806451612903
d28,hh_size4,0.19174041297935104,0.19648093841642228
d28,m_0_to_30,0.1348747591522158,0.1343570057581574
d28,f_0_to_30,0.12716763005780346,0.12667946257197696
d28,m_30_to_60,0.3603082851637765,0.36084452975047987
d28,f_30_to_60,0.2909441233140655,0.29174664107485604
d28,m_gt_60,0.04046242774566474,0.04030710172744722
d28,f_gt_60,0.046242774566473986,0.046065259117082535
d28,edu_non,0.06358381502890173,0.06333973128598848
d28,edu_low,0.22736030828516376,0.22648752399232247
d28,edu_middle,0.603082851637765,0.6046065259117083
d28,edu_high,0.10597302504816955,0.10556621880998081
d5,location_urban,0,0
d5,location_rural,1,1
d5,hh_size1,0.20141342756183744,0.20212765957446807
d5,hh_size2,0.734982332155477,0.7375886524822695
d5,hh_size3,0.0176678445229682,0.01773049645390071
d5,hh_size4,0.045936395759717315,0.0425531914893617
d5,m_0_to_30,0.023952095808383235,0.024
d5,f_0_to_30,0.007984031936127744,0.008
d5,m_30_to_60,0.37924151696606784,0.378
d5,f_30_to_60,0.281437125748503,0.282
d5,m_gt_60,0.15169660678642716,0.152
d5,f_gt_60,0.15568862275449102,0.156
d5,edu_non,0.10778443113772455,0.108
d5,edu_low,0.5668662674650699,0.566
d5,edu_middle,0.30538922155688625,0.306
d5,edu_high,0.01996007984031936,0.02
d21,location_urban,1,1
d21,location_rural,0,0
d21,hh_size1,0.2852664576802508,0.2861635220125786
d21,hh_size2,0.5297805642633229,0.5345911949685535
d21,hh_size3,0.0219435736677116,0.0220125786163522
d21,hh_size4,0.16300940438871472,0.15723270440251572
d21,m_0_to_30,0.11155378486055777,0.11155378486055777
d21,f_0_to_30,0.1593625498007968,0.1593625498007968
d21,m_30_to_60,0.30278884462151395,0.30278884462151395
d21,f_30_to_60,0.34063745019920316,0.34063745019920316
d21,m_gt_60,0.053784860557768925,0.053784860557768925
d21,f_gt_60,0.03187250996015936,0.03187250996015936
d21,edu_non,0.08964143426294821,0.08964143426294821
d21,edu_low,0.22111553784860558,0.22111553784860558
d21,edu_middle,0.5876494023904383,0.5876494023904383
d21,edu_high,0.10159362549800798,0.10159362549800798
d6,location_urban,0,0
d6,location_rural,1,1
d6,hh_size1,0.2484076433121019,0.2484076433121019
d6,hh_size2,0.6910828025477707,0.6942675159235668
d6,hh_size3,0.0031847133757961785,0.0031847133757961785
d6,hh_size4,0.05732484076433121,0.054140127388535034
d6,m_0_to_30,0.028142589118198873,0.028089887640449437
d6,f_0_to_30,0.03564727954971857,0.035580524344569285
d6,m_30_to_60,0.3302063789868668,0.3295880149812734
d6,f_30_to_60,0.33771106941838647,0.3389513108614232
d6,m_gt_60,0.15572232645403378,0.15543071161048688
d6,f_gt_60,0.1125703564727955,0.11235955056179775
d6,edu_non,0.0600375234521576,0.0599250936329588
d6,edu_low,0.40337711069418386,0.40262172284644193
d6,edu_middle,0.49343339587242024,0.4943820224719101
d6,edu_high,0.043151969981238276,0.04307116104868914
d23,location_urban,0,0
d23,location_rural,1,1
d23,hh_size1,0.3302180685358255,0.3333333333333333
d23,hh_size2,0.5482866043613707,0.5451713395638629
d23,hh_size3,0.028037383177570093,0.028037383177570093
d23,hh_size4,0.09345794392523364,0.09345794392523364
d23,m_0_to_30,0.015533980582524271,0.01556420233463035
d23,f_0_to_30,0.019417475728155338,0.019455252918287938
d23,m_30_to_60,0.2796116504854369,0.2821011673151751
d23,f_30_to_60,0.2563106796116505,0.25680933852140075
d23,m_gt_60,0.229126213592233,0.22568093385214008
d23,f_gt_60,0.2,0.20038910505836577
d23,edu_non,0.13398058252427184,0.13424124513618677
d23,edu_low,0.5184466019417475,0.519455252918288
d23,edu_middle,0.34563106796116505,0.3443579766536965
d23,edu_high,0.001941747572815534,0.0019455252918287938
d22,location_urban,1,1
d22,location_rural,0,0
d22,hh_size1,0.3704819277108434,0.37349397590361444
d22,hh_size2,0.5240963855421686,0.5210843373493976
d22,hh_size3,0.009036144578313253,0.009036144578313253
d22,hh_size4,0.0963855421686747,0.0963855421686747
d22,m_0_to_30,0.060546875,0.060665362035225046
d22,f_0_to_30,0.068359375,0.0684931506849315
d22,m_30_to_60,0.34375,0.34442270058708413
d22,f_30_to_60,0.29296875,0.2857142857142857
d22,m_gt_60,0.109375,0.11154598825831702
d22,f_gt_60,0.125,0.12915851272015655
d22,edu_non,0.14453125,0.1506849315068493
d22,edu_low,0.392578125,0.3953033268101761
d22,edu_middle,0.435546875,0.42661448140900193
d22,edu_high,0.02734375,0.0273972602739726
d32,location_urban,0,0
d32,location_rural,1,1
d32,hh_size1,0.4,0.39672131147540984
d32,hh_size2,0.5639344262295082,0.5672131147540984
d32,hh_size3,0.003278688524590164,0.003278688524590164
d32,hh_size4,0.03278688524590164,0.03278688524590164
d32,m_0_to_30,0.016701461377870562,0.016666666666666666
d32,f_0_to_30,0.018789144050104383,0.01875
d32,m_30_to_60,0.2254697286012526,0.22083333333333333
d32,f_30_to_60,0.2254697286012526,0.225
d32,m_gt_60,0.29018789144050106,0.29375
d32,f_gt_60,0.22338204592901878,0.225
d32,edu_non,0.06889352818371608,0.06875
d32,edu_low,0.36325678496868474,0.35833333333333334
d32,edu_middle,0.5135699373695198,0.51875
d32,edu_high,0.054279749478079335,0.05416666666666667
d19,location_urban,1,1
d19,location_rural,0,0
d19,hh_size1,0.4036697247706422,0.40672782874617736
d19,hh_size2,0.5229357798165137,0.5198776758409785
d19,hh_size3,0.0061162079510703364,0.0061162079510703364
d19,hh_size4,0.0672782874617737,0.0672782874617737
d19,m_0_to_30,0.07768924302788845,0.07385229540918163
d19,f_0_to_30,0.06772908366533864,0.06786427145708583
d19,m_30_to_60,0.34860557768924305,0.34930139720558884
d19,f_30_to_60,0.3247011952191235,0.3253493013972056
d19,m_gt_60,0.09362549800796813,0.09580838323353294
d19,f_gt_60,0.08764940239043825,0.08782435129740519
d19,edu_non,0.12151394422310757,0.1217564870259481
d19,edu_low,0.38247011952191234,0.3932135728542914
d19,edu_middle,0.46215139442231074,0.45109780439121755
d19,edu_high,0.03386454183266932,0.033932135728542916
d8,location_urban,1,1
d8,location_rural,0,0
d8,hh_size1,0.2994011976047904,0.2994011976047904
d8,hh_size2,0.5029940119760479,0.5059880239520959
d8,hh_size3,0.029940119760479042,0.029940119760479042
d8,hh_size4,0.16766467065868262,0.16467065868263472
d8,m_0_to_30,0.13984674329501914,0.13957934990439771
d8,f_0_to_30,0.12835249042145594,0.12810707456978968
d8,m_30_to_60,0.31992337164750956,0.3193116634799235
d8,f_30_to_60,0.31992337164750956,0.32122370936902483
d8,m_gt_60,0.04980842911877394,0.0497131931166348
d8,f_gt_60,0.0421455938697318,0.04206500956022945
d8,edu_non,0.07088122605363985,0.07074569789674952
d8,edu_low,0.27011494252873564,0.2695984703632887
d8,edu_middle,0.5670498084291188,0.5678776290630975
d8,edu_high,0.09195402298850575,0.09177820267686425
d30,location_urban,1,1
d30,location_rural,0,0
d30,hh_size1,0.3180428134556575,0.3180428134556575
d30,hh_size2,0.46788990825688076,0.4709480122324159
d30,hh_size3,0.01529051987767584,0.01529051987767584
d30,hh_size4,0.19877675840978593,0.19571865443425077
d30,m_0_to_30,0.13877551020408163,0.1384928716904277
d30,f_0_to_30,0.12244897959183673,0.12219959266802444
d30,m_30_to_60,0.3326530612244898,0.3340122199592668
d30,f_30_to_60,0.3122448979591837,0.31160896130346233
d30,m_gt_60,0.04081632653061224,0.04073319755600815
d30,f_gt_60,0.053061224489795916,0.05295315682281059
d30,edu_non,0.09795918367346938,0.09775967413441955
d30,edu_low,0.22857142857142856,0.22810590631364563
d30,edu_middle,0.5775510204081633,0.5784114052953157
d30,edu_high,0.09591836734693877,0.09572301425661914
d34,location_urban,1,1
d34,location_rural,0,0
d34,hh_size1,0.3217391304347826,0.3208092485549133
d34,hh_size2,0.4956521739130435,0.4913294797687861
d34,hh_size3,0.028985507246376812,0.028901734104046242
d34,hh_size4,0.1536231884057971,0.15895953757225434
d34,m_0_to_30,0.10820895522388059,0.10820895522388059
d34,f_0_to_30,0.13432835820895522,0.13432835820895522
d34,m_30_to_60,0.3003731343283582,0.3003731343283582
d34,f_30_to_60,0.34888059701492535,0.34888059701492535
d34,m_gt_60,0.05783582089552239,0.05783582089552239
d34,f_gt_60,0.05037313432835821,0.05037313432835821
d34,edu_non,0.05783582089552239,0.05783582089552239
d34,edu_low,0.24813432835820895,0.24813432835820895
d34,edu_middle,0.6082089552238806,0.6082089552238806
d34,edu_high,0.08582089552238806,0.08582089552238806
d27,location_urban,1,1
d27,location_rural,0,0
d27,hh_size1,0.11345646437994723,0.11197916666666667
d27,hh_size2,0.24274406332453827,0.23958333333333334
d27,hh_size3,0.07387862796833773,0.07552083333333333
d27,hh_size4,0.5699208443271768,0.5729166666666666
d27,m_0_to_30,0.24857685009487665,0.250936329588015
d27,f_0_to_30,0.22770398481973433,0.2303370786516854
d27,m_30_to_60,0.20872865275142316,0.20599250936329588
d27,f_30_to_60,0.21631878557874762,0.2153558052434457
d27,m_gt_60,0.051233396584440226,0.05056179775280899
d27,f_gt_60,0.04743833017077799,0.04681647940074907
d27,edu_non,0.009487666034155597,0.009363295880149813
d27,edu_low,0.12333965844402277,0.1198501872659176
d27,edu_middle,0.7343453510436433,0.7397003745318352
d27,edu_high,0.13282732447817835,0.13108614232209737
d43,location_urban,1,1
d43,location_rural,0,0
d43,hh_size1,0.10149253731343283,0.10119047619047619
d43,hh_size2,0.28059701492537314,0.2767857142857143
d43,hh_size3,0.07462686567164178,0.0744047619047619
d43,hh_size4,0.5432835820895522,0.5476190476190477
d43,m_0_to_30,0.22338204592901878,0.22129436325678498
d43,f_0_to_30,0.23799582463465555,0.24008350730688935
d43,m_30_to_60,0.19832985386221294,0.19832985386221294
d43,f_30_to_60,0.22755741127348644,0.22755741127348644
d43,m_gt_60,0.05636743215031315,0.05636743215031315
d43,f_gt_60,0.05636743215031315,0.05636743215031315
d43,edu_non,0.016701461377870562,0.016701461377870562
d43,edu_low,0.11064718162839249,0.11064718162839249
d43,edu_middle,0.697286012526096,0.6931106471816284
d43,edu_high,0.17536534446764093,0.17954070981210857
d31,location_urban,0,0
d31,location_rural,1,1
d31,hh_size1,0.2977346278317152,0.2987012987012987
d31,hh_size2,0.6731391585760518,0.6753246753246753
d31,hh_size3,0,0
d31,hh_size4,0.02912621359223301,0.025974025974025976
d31,m_0_to_30,0.02321083172147002,0.023255813953488372
d31,f_0_to_30,0.025145067698259187,0.025193798449612403
d31,m_30_to_60,0.3307543520309478,0.3313953488372093
d31,f_30_to_60,0.3481624758220503,0.34689922480620156
d31,m_gt_60,0.13152804642166344,0.13178294573643412
d31,f_gt_60,0.14119922630560927,0.14147286821705427
d31,edu_non,0.06382978723404255,0.06395348837209303
d31,edu_low,0.40425531914893614,0.4050387596899225
d31,edu_middle,0.4738878143133462,0.4728682170542636
d31,edu_high,0.058027079303675046,0.05813953488372093
d42,location_urban,1,1
d42,location_rural,0,0
d42,hh_size1,0.13505747126436782,0.1352112676056338
d42,hh_size2,0.25862068965517243,0.24788732394366197
d42,hh_size3,0.09482758620689655,0.09295774647887324
d42,hh_size4,0.5114942528735632,0.523943661971831
d42,m_0_to_30,0.22420634920634921,0.22789783889980353
d42,f_0_to_30,0.2638888888888889,0.26522593320235754
d42,m_30_to_60,0.20833333333333334,0.206286836935167
d42,f_30_to_60,0.1865079365079365,0.18271119842829076
d42,m_gt_60,0.04563492063492063,0.04518664047151277
d42,f_gt_60,0.07142857142857142,0.07269155206286837
d42,edu_non,0.007936507936507936,0.007858546168958742
d42,edu_low,0.1130952380952381,0.10805500982318271
d42,edu_middle,0.7222222222222222,0.730844793713163
d42,edu_high,0.15674603174603174,0.15324165029469547
d16,location_urban,1,1
d16,location_rural,0,0
d16,hh_size1,0.25796178343949044,0.2571428571428571
d16,hh_size2,0.49044585987261147,0.4888888888888889
d16,hh_size3,0.03821656050955414,0.0380952380952381
d16,hh_size4,0.21337579617834396,0.21587301587301588
d16,m_0_to_30,0.12195121951219512,0.12170385395537525
d16,f_0_to_30,0.13008130081300814,0.12981744421906694
d16,m_30_to_60,0.3170731707317073,0.31643002028397565
d16,f_30_to_60,0.33739837398373984,0.33874239350912777
d16,m_gt_60,0.0508130081300813,0.05070993914807302
d16,f_gt_60,0.042682926829268296,0.04259634888438134
d16,edu_non,0.04065040650406504,0.04056795131845842
d16,edu_low,0.23780487804878048,0.23732251521298176
d16,edu_middle,0.6239837398373984,0.6247464503042597
d16,edu_high,0.0975609756097561,0.0973630831643002
d38,location_urban,1,1
d38,location_rural,0,0
d38,hh_size1,0.3102310231023102,0.3092105263157895
d38,hh_size2,0.41914191419141916,0.4144736842105263
d38,hh_size3,0.036303630363036306,0.03618421052631579
d38,hh_size4,0.23432343234323433,0.24013157894736842
d38,m_0_to_30,0.19911504424778761,0.19911504424778761
d38,f_0_to_30,0.14380530973451328,0.14380530973451328
d38,m_30_to_60,0.29646017699115046,0.29646017699115046
d38,f_30_to_60,0.2920353982300885,0.2920353982300885
d38,m_gt_60,0.035398230088495575,0.035398230088495575
d38,f_gt_60,0.033185840707964605,0.033185840707964605
d38,edu_non,0.059734513274336286,0.059734513274336286
d38,edu_low,0.13716814159292035,0.13716814159292035
d38,edu_middle,0.6460176991150443,0.6460176991150443
d38,edu_high,0.1570796460176991,0.1570796460176991
d36,location_urban,1,1
d36,location_rural,0,0
d36,hh_size1,0.37254901960784315,0.3715083798882682
d36,hh_size2,0.34173669467787116,0.3407821229050279
d36,hh_size3,0.036414565826330535,0.036312849162011177
d36,hh_size4,0.24929971988795518,0.25139664804469275
d36,m_0_to_30,0.18217821782178217,0.18181818181818182
d36,f_0_to_30,0.1485148514851485,0.1482213438735178
d36,m_30_to_60,0.29108910891089107,0.2924901185770751
d36,f_30_to_60,0.29108910891089107,0.29051383399209485
d36,m_gt_60,0.047524752475247525,0.04743083003952569
d36,f_gt_60,0.039603960396039604,0.039525691699604744
d36,edu_non,0.06930693069306931,0.0691699604743083
d36,edu_low,0.16237623762376238,0.16205533596837945
d36,edu_middle,0.6257425742574257,0.6264822134387352
d36,edu_high,0.14257425742574256,0.1422924901185771
d35,location_urban,1,1
d35,location_rural,0,0
d35,hh_size1,0.2413793103448276,0.24299065420560748
d35,hh_size2,0.4482758620689655,0.4485981308411215
d35,hh_size3,0.01567398119122257,0.01557632398753894
d35,hh_size4,0.2946708463949843,0.29283489096573206
d35,m_0_to_30,0.11228813559322035,0.11157894736842106
d35,f_0_to_30,0.11652542372881355,0.11578947368421053
d35,m_30_to_60,0.3093220338983051,0.3094736842105263
d35,f_30_to_60,0.3474576271186441,0.3494736842105263
d35,m_gt_60,0.046610169491525424,0.04631578947368421
d35,f_gt_60,0.06779661016949153,0.06736842105263158
d35,edu_non,0.07415254237288135,0.07368421052631578
d35,edu_low,0.2288135593220339,0.22736842105263158
d35,edu_middle,0.597457627118644,0.6
d35,edu_high,0.09957627118644068,0.09894736842105263
d18,location_urban,0,0
d18,location_rural,1,1
d18,hh_size1,0.2721518987341772,0.27129337539432175
d18,hh_size2,0.6487341772151899,0.6435331230283912
d18,hh_size3,0.0189873417721519,0.01892744479495268
d18,hh_size4,0.060126582278481014,0.06624605678233439
d18,m_0_to_30,0.03564727954971857,0.03564727954971857
d18,f_0_to_30,0.0150093808630394,0.0150093808630394
d18,m_30_to_60,0.3170731707317073,0.3170731707317073
d18,f_30_to_60,0.3302063789868668,0.3302063789868668
d18,m_gt_60,0.13883677298311445,0.13883677298311445
d18,f_gt_60,0.16322701688555347,0.16322701688555347
d18,edu_non,0.13320825515947468,0.13320825515947468
d18,edu_low,0.5140712945590994,0.5140712945590994
d18,edu_middle,0.3227016885553471,0.3227016885553471
d18,edu_high,0.0300187617260788,0.0300187617260788
d20,location_urban,1,1
d20,location_rural,0,0
d20,hh_size1,0.29819277108433734,0.2990936555891239
d20,hh_size2,0.5391566265060241,0.540785498489426
d20,hh_size3,0.015060240963855422,0.015105740181268883
d20,hh_size4,0.14759036144578314,0.14501510574018128
d20,m_0_to_30,0.09980806142034548,0.1
d20,f_0_to_30,0.15738963531669867,0.1576923076923077
d20,m_30_to_60,0.33397312859884837,0.3326923076923077
d20,f_30_to_60,0.29942418426103645,0.3
d20,m_gt_60,0.053742802303262956,0.05384615384615385
d20,f_gt_60,0.05566218809980806,0.05576923076923077
d20,edu_non,0.07485604606525911,0.075
d20,edu_low,0.23224568138195778,0.2326923076923077
d20,edu_middle,0.6026871401151631,0.6019230769230769
d20,edu_high,0.09021113243761997,0.09038461538461538
d0,location_urban,0,0
d0,location_rural,1,1
d0,hh_size1,0.28205128205128205,0.28102189781021897
d0,hh_size2,0.7032967032967034,0.7007299270072993
d0,hh_size3,0,0
d0,hh_size4,0.014652014652014652,0.01824817518248175
d0,m_0_to_30,0.02795698924731183,0.027896995708154508
d0,f_0_to_30,0.03225806451612903,0.032188841201716736
d0,m_30_to_60,0.34408602150537637,0.34334763948497854
d0,f_30_to_60,0.34408602150537637,0.34549356223175964
d0,m_gt_60,0.12903225806451613,0.12875536480686695
d0,f_gt_60,0.12258064516129032,0.1223175965665236
d0,edu_non,0.07526881720430108,0.07510729613733906
d0,edu_low,0.37849462365591396,0.3776824034334764
d0,edu_middle,0.4967741935483871,0.4978540772532189
d0,edu_high,0.04946236559139785,0.04935622317596566
d37,location_urban,1,1
d37,location_rural,0,0
d37,hh_size1,0.31561461794019935,0.31456953642384106
d37,hh_size2,0.5116279069767442,0.5099337748344371
d37,hh_size3,0.026578073089700997,0.026490066225165563
d37,hh_size4,0.1461794019933555,0.1490066225165563
d37,m_0_to_30,0.1337579617834395,0.13347457627118645
d37,f_0_to_30,0.13800424628450106,0.13771186440677965
d37,m_30_to_60,0.2823779193205945,0.2817796610169492
d37,f_30_to_60,0.3333333333333333,0.3347457627118644
d37,m_gt_60,0.050955414012738856,0.05084745762711865
d37,f_gt_60,0.06157112526539278,0.0614406779661017
d37,edu_non,0.08067940552016985,0.08050847457627118
d37,edu_low,0.19957537154989385,0.19915254237288135
d37,edu_middle,0.6496815286624203,0.6504237288135594
d37,edu_high,0.07006369426751592,0.06991525423728813
d49,location_urban,1,1
d49,location_rural,0,0
d49,hh_size1,0.32525951557093424,0.3217993079584775
d49,hh_size2,0.5432525951557093,0.5467128027681661
d49,hh_size3,0.02422145328719723,0.02422145328719723
d49,hh_size4,0.10726643598615918,0.10726643598615918
d49,m_0_to_30,0.10434782608695652,0.10412147505422993
d49,f_0_to_30,0.1282608695652174,0.1279826464208243
d49,m_30_to_60,0.33695652173913043,0.3383947939262473
d49,f_30_to_60,0.34347826086956523,0.34273318872017355
d49,m_gt_60,0.05217391304347826,0.052060737527114966
d49,f_gt_60,0.034782608695652174,0.03470715835140998
d49,edu_non,0.07173913043478261,0.07158351409978309
d49,edu_low,0.2,0.19956616052060738
d49,edu_middle,0.6326086956521739,0.6334056399132321
d49,edu_high,0.09565217391304348,0.09544468546637744
d9,location_urban,0,0
d9,location_rural,1,1
d9,hh_size1,0.23741007194244604,0.23741007194244604
d9,hh_size2,0.6870503597122302,0.6906474820143885
d9,hh_size3,0.014388489208633094,0.014388489208633094
d9,hh_size4,0.06115107913669065,0.05755395683453238
d9,m_0_to_30,0.031446540880503145,0.03138075313807531
d9,f_0_to_30,0.020964360587002098,0.02092050209205021
d9,m_30_to_60,0.2851153039832285,0.28451882845188287
d9,f_30_to_60,0.3060796645702306,0.3075313807531381
d9,m_gt_60,0.1761006289308176,0.17573221757322174
d9,f_gt_60,0.18029350104821804,0.1799163179916318
d9,edu_non,0.09643605870020965,0.09623430962343096
d9,edu_low,0.5220125786163522,0.5230125523012552
d9,edu_middle,0.36477987421383645,0.36401673640167365
