area_id,microdata_id
d1,d122_hh112
d1,d46_hh57
d1,d129_hh106
d1,d38_hh172
d1,d119_hh50
d1,d13_hh263
d1,d175_hh239
d1,d101_hh182
d1,d32_hh151
d1,d50_hh112
d1,d18_hh91
d1,d7_hh240
d1,d80_hh6
d1,d169_hh115
d1,d21_hh21
d1,d59_hh162
d1,d120_hh45
d1,d32_hh101
d1,d169_hh247
d1,d163_hh115
d1,d113_hh254
d1,d168_hh265
d1,d59_hh132
d1,d33_hh266
d1,d44_hh187
d1,d191_hh30
d1,d204_hh158
d1,d156_hh181
d1,d160_hh211
d1,d55_hh226
d1,d7_hh124
d1,d7_hh64
d1,d95_hh241
d1,d62_hh167
d1,d156_hh218
d1,d132_hh233
d1,d152_hh187
d1,d158_hh20
d1,d141_hh152
d1,d130_hh277
d1,d110_hh117
d1,d55_hh229
d1,d138_hh1
d1,d143_hh82
d1,d160_hh211
d1,d32_hh136
d1,d141_hh6
d1,d16_hh177
d1,d134_hh118
d1,d210_hh262
d1,d128_hh180
d1,d160_hh211
d1,d112_hh17
d1,d101_hh186
d1,d102_hh228
d1,d24_hh177
d1,d112_hh31
d1,d160_hh59
d1,d15_hh188
d1,d91_hh98
d1,d191_hh30
d1,d38_hh172
d1,d74_hh11
d2,d168_hh265
d2,d21_hh21
d2,d134_hh156
d2,d202_hh111
d2,d122_hh181
d2,d208_hh221
d2,d215_hh82
d2,d149_hh30
d2,d110_hh172
d2,d91_hh113
d2,d16_hh177
d2,d141_hh6
d2,d51_hh285
d2,d93_hh66
d2,d141_hh194
d2,d150_hh253
d2,d104_hh7
d2,d134_hh166
d2,d129_hh94
d2,d187_hh32
d2,d111_hh206
d2,d44_hh163
d2,d42_hh38
d2,d175_hh32
d2,d51_hh285
d2,d83_hh67
d2,d127_hh69
d2,d88_hh3
d2,d78_hh234
d2,d122_hh181
d2,d55_hh131
d2,d163_hh242
d2,d88_hh118
d2,d135_hh219
d2,d135_hh78
d2,d138_hh10
d2,d7_hh87
d2,d56_hh177
d2,d32_hh60
d2,d91_hh32
d2,d56_hh166
d2,d73_hh153
d2,d55_hh12
d2,d150_hh8
d2,d69_hh222
d2,d44_hh283
d2,d18_hh80
d2,d187_hh16
d2,d184_hh206
d2,d204_hh158
d2,d69_hh13
d2,d65_hh115
d2,d74_hh109
d2,d139_hh164
d2,d154_hh132
d2,d163_hh115
d2,d66_hh154
d2,d149_hh61
d2,d178_hh263
d2,d56_hh63
d2,d117_hh245
d2,d87_hh38
d2,d66_hh179
d2,d124_hh167
d2,d183_hh237
d2,d135_hh57
d2,d65_hh67
d2,d5_hh117
d2,d191_hh179
d2,d41_hh53
d2,d32_hh19
d2,d42_hh38
d2,d160_hh211
d2,d164_hh78
d2,d20_hh44
d2,d102_hh228
d2,d34_hh166
d2,d35_hh211
d2,d20_hh44
d2,d66_hh131
d2,d129_hh106
d2,d11_hh240
d2,d123_hh83
d2,d44_hh170
d2,d112_hh176
d2,d4_hh212
d2,d190_hh173
d2,d130_hh273
d2,d126_hh156
d2,d111_hh29
d2,d18_hh253
d2,d191_hh179
d2,d130_hh273
d2,d129_hh94
d2,d36_hh69
d2,d131_hh204
d2,d43_hh27
d2,d204_hh173
d2,d73_hh197
d2,d193_hh67
d2,d124_hh118
d2,d162_hh67
d2,d123_hh83
d2,d210_hh87
d2,d40_hh111
d2,d35_hh104
d2,d48_hh119
d2,d81_hh87
d2,d160_hh211
d2,d134_hh76
d2,d155_hh206
d2,d44_hh163
d2,d137_hh201
d2,d128_hh180
d2,d149_hh237
d2,d137_hh109
d2,d150_hh253
d2,d168_hh265
d2,d198_hh78
d2,d87_hh38
d2,d87_hh38
d2,d135_hh78
d2,d214_hh184
d2,d11_hh214
d2,d62_hh18
d2,d198_hh78
d2,d193_hh61
d2,d119_hh174
d2,d198_hh78
d2,d191_hh12
d2,d32_hh203
d2,d7_hh64
d2,d38_hh95
d2,d163_hh115
d2,d91_hh32
d2,d55_hh190
d2,d69_hh209
d2,d127_hh69
d2,d154_hh132
d2,d150_hh253
d2,d109_hh168
d2,d158_hh85
d2,d44_hh35
d2,d5_hh117
d2,d73_hh151
d2,d77_hh40
d2,d83_hh67
d2,d204_hh231
d2,d141_hh235
d2,d160_hh38
d2,d134_hh118
d2,d59_hh251
d2,d183_hh93
d2,d112_hh155
d2,d202_hh111
d2,d191_hh30
d2,d39_hh55
d2,d158_hh146
d2,d156_hh218
d2,d21_hh25
d2,d174_hh6
d2,d16_hh201
d2,d55_hh246
d2,d205_hh217
d2,d66_hh193
d2,d120_hh272
d2,d128_hh278
d2,d186_hh175
d2,d7_hh240
d2,d110_hh201
d2,d80_hh6
d2,d168_hh34
d2,d135_hh78
d2,d210_hh262
d2,d59_hh207
d2,d109_hh209
d2,d78_hh123
d2,d44_hh163
d2,d42_hh165
d2,d44_hh35
d2,d44_hh35
d2,d124_hh125
d2,d69_hh13
d2,d175_hh181
d2,d36_hh69
d2,d110_hh201
d2,d150_hh253
d2,d101_hh182
d2,d78_hh123
d2,d58_hh108
d2,d93_hh184
d2,d129_hh209
d2,d69_hh99
d2,d42_hh165
d2,d135_hh219
d2,d131_hh41
d2,d120_hh57
d2,d56_hh89
d2,d117_hh245
d2,d7_hh124
d2,d156_hh153
d2,d114_hh12
d2,d125_hh189
d2,d67_hh63
d2,d88_hh108
d2,d48_hh176
d2,d135_hh78
d2,d139_hh27
d2,d174_hh85
d2,d88_hh108
d2,d35_hh104
d2,d184_hh206
d2,d128_hh184
d2,d35_hh224
d2,d120_hh45
d2,d41_hh72
d2,d131_hh41
d2,d141_hh6
d2,d93_hh184
d2,d117_hh126
d2,d72_hh77
d2,d42_hh251
d2,d178_hh263
d2,d93_hh184
d2,d29_hh167
d2,d16_hh201
d2,d158_hh49
d2,d130_hh273
d2,d55_hh232
d2,d160_hh38
d2,d214_hh166
d2,d13_hh263
d2,d191_hh30
d2,d77_hh156
d2,d165_hh274
d2,d62_hh167
d2,d16_hh177
d2,d120_hh118
d2,d131_hh212
d2,d101_hh186
d2,d179_hh267
d2,d55_hh190
d2,d88_hh235
d2,d150_hh168
d2,d5_hh117
d2,d215_hh157
d2,d214_hh252
d2,d111_hh29
d2,d160_hh232
d2,d120_hh45
d2,d32_hh101
d2,d118_hh175
d2,d130_hh177
d2,d55_hh246
d2,d50_hh195
d2,d53_hh23
d2,d175_hh181
d2,d130_hh177
d2,d120_hh272
d2,d110_hh172
d2,d59_hh207
d2,d156_hh153
d2,d69_hh209
d2,d96_hh8
d2,d74_hh11
d2,d112_hh155
d2,d73_hh7
d2,d91_hh79
d2,d51_hh285
d2,d40_hh111
d2,d139_hh164
d2,d7_hh124
d2,d81_hh81
d2,d62_hh18
d2,d111_hh29
d2,d95_hh241
d2,d134_hh118
d2,d31_hh135
d2,d149_hh237
d2,d152_hh175
d2,d65_hh227
d2,d134_hh166
d2,d51_hh186
d2,d106_hh24
d2,d48_hh119
d2,d66_hh13
d2,d150_hh253
d2,d155_hh206
d2,d111_hh29
d2,d69_hh13
d5,d184_hh206
d5,d141_hh6
d5,d124_hh167
d5,d125_hh167
d5,d195_hh97
d5,d117_hh126
d5,d174_hh6
d5,d174_hh97
d5,d119_hh107
d5,d32_hh151
d5,d97_hh20
d5,d88_hh3
d5,d124_hh167
d5,d31_hh135
d5,d48_hh176
d5,d55_hh190
d5,d190_hh32
d5,d42_hh165
d5,d112_hh31
d5,d112_hh31
d5,d78_hh9
d5,d154_hh132
d5,d50_hh195
d5,d38_hh49
d5,d85_hh218
d5,d141_hh235
d5,d66_hh131
d5,d87_hh32
d5,d55_hh229
d5,d214_hh184
d5,d18_hh80
d5,d32_hh60
d5,d152_hh175
d5,d191_hh179
d5,d125_hh236
d5,d100_hh164
d5,d44_hh35
d5,d120_hh45
d5,d134_hh156
d5,d124_hh125
d5,d32_hh203
d5,d205_hh73
d5,d32_hh19
d5,d55_hh12
d5,d156_hh153
d5,d147_hh167
d5,d5_hh117
d5,d11_hh132
d5,d77_hh40
d5,d118_hh175
d5,d32_hh101
d5,d195_hh52
d5,d168_hh265
d5,d207_hh28
d5,d112_hh31
d5,d106_hh24
d5,d42_hh263
d5,d205_hh54
d5,d174_hh97
d5,d214_hh255
d5,d120_hh268
d5,d32_hh136
d5,d168_hh30
d5,d109_hh209
d5,d200_hh51
d5,d124_hh223
d5,d1_hh15
d5,d39_hh96
d5,d114_hh2
d5,d156_hh181
d5,d56_hh175
d5,d135_hh57
d5,d51_hh37
d5,d21_hh25
d5,d99_hh230
d5,d160_hh97
d5,d21_hh25
d5,d164_hh78
d5,d102_hh284
d5,d46_hh57
d5,d191_hh275
d5,d90_hh214
d5,d134_hh7
d5,d156_hh151
d5,d129_hh209
d5,d164_hh249
d5,d44_hh170
d5,d186_hh175
d5,d2_hh232
d5,d111_hh29
d5,d134_hh7
d5,d109_hh209
d5,d77_hh40
d5,d215_hh82
d5,d82_hh115
d5,d163_hh115
d5,d77_hh156
d5,d128_hh278
d5,d16_hh201
d5,d56_hh123
d5,d122_hh271
d5,d110_hh201
d5,d208_hh221
d5,d85_hh214
d5,d179_hh242
d5,d147_hh167
d5,d73_hh151
d5,d163_hh115
d5,d56_hh166
d5,d32_hh60
d5,d214_hh20
d5,d93_hh184
d5,d160_hh211
d5,d106_hh24
d5,d118_hh175
d5,d191_hh190
d5,d20_hh48
d5,d156_hh181
d5,d168_hh34
d5,d124_hh118
d5,d114_hh2
d5,d93_hh66
d5,d93_hh66
d5,d55_hh246
d5,d208_hh2
d5,d11_hh214
d5,d42_hh38
d5,d165_hh274
d5,d174_hh6
d5,d156_hh19
d5,d55_hh246
d5,d35_hh211
d5,d134_hh76
d5,d139_hh164
d5,d82_hh256
d5,d190_hh32
d5,d7_hh155
d5,d20_hh48
d5,d110_hh117
d5,d55_hh232
d5,d123_hh83
d5,d156_hh153
d5,d62_hh18
d5,d191_hh179
d5,d56_hh177
d5,d97_hh75
d5,d13_hh263
d5,d106_hh24
d5,d87_hh38
d5,d112_hh177
d5,d67_hh63
d5,d77_hh156
d5,d118_hh262
d5,d137_hh109
d5,d213_hh238
d5,d140_hh260
d5,d69_hh209
d5,d158_hh146
d5,d131_hh204
d5,d21_hh16
d5,d18_hh253
d5,d73_hh33
d5,d119_hh50
d5,d160_hh97
d5,d202_hh17
d5,d124_hh118
d5,d33_hh266
d5,d202_hh17
d5,d112_hh17
d5,d73_hh153
d5,d11_hh26
d5,d58_hh108
d5,d99_hh38
d5,d43_hh27
d5,d65_hh75
d5,d122_hh181
d5,d51_hh49
d5,d168_hh34
d5,d205_hh54
d5,d208_hh221
d5,d120_hh118
d5,d78_hh123
d5,d97_hh75
d5,d55_hh246
d5,d174_hh6
d5,d187_hh16
d5,d11_hh214
d5,d7_hh240
d5,d117_hh126
d5,d44_hh283
d5,d97_hh20
d5,d36_hh69
d5,d101_hh186
d5,d85_hh214
d5,d11_hh26
d5,d137_hh216
d5,d41_hh72
d5,d88_hh3
d5,d55_hh226
d5,d66_hh13
d5,d114_hh2
d5,d158_hh146
d5,d80_hh6
d5,d93_hh80
d5,d168_hh265
d5,d46_hh228
d5,d191_hh30
d5,d32_hh19
d5,d40_hh111
d5,d40_hh7
d5,d41_hh74
d5,d184_hh11
d5,d55_hh226
d5,d112_hh176
d5,d73_hh33
d5,d81_hh81
d5,d65_hh67
d5,d119_hh50
d5,d40_hh111
d5,d213_hh238
d5,d44_hh127
d5,d208_hh221
d5,d168_hh34
d5,d99_hh38
d5,d88_hh235
d5,d205_hh217
d5,d99_hh230
d5,d125_hh248
d5,d156_hh218
d5,d184_hh11
d5,d55_hh232
d5,d35_hh211
d5,d65_hh67
d5,d135_hh191
d5,d56_hh89
d5,d69_hh13
d5,d74_hh109
d5,d175_hh32
d5,d114_hh2
d5,d130_hh177
d5,d50_hh195
d5,d51_hh37
d5,d32_hh101
d5,d55_hh226
d5,d128_hh43
d5,d214_hh166
d5,d158_hh20
d5,d11_hh132
d5,d129_hh106
d5,d58_hh108
d5,d88_hh3
d5,d126_hh233
d5,d66_hh179
d5,d135_hh216
d5,d174_hh85
d5,d38_hh95
d5,d125_hh189
d5,d154_hh157
d5,d156_hh218
d5,d38_hh172
d5,d69_hh209
d5,d44_hh187
d5,d106_hh24
d5,d150_hh8
d5,d150_hh253
d5,d96_hh8
d5,d15_hh188
d5,d77_hh156
d5,d131_hh14
d5,d141_hh209
d5,d169_hh115
d5,d13_hh157
d5,d15_hh97
d5,d114_hh2
d5,d140_hh260
d5,d24_hh177
d5,d67_hh63
d5,d215_hh82
d5,d77_hh156
d5,d62_hh167
d5,d18_hh6
d4,d73_hh197
d4,d160_hh104
d4,d210_hh262
d4,d109_hh168
d4,d30_hh132
d4,d208_hh221
d4,d150_hh168
d4,d88_hh267
d4,d83_hh79
d4,d190_hh38
d4,d33_hh266
d4,d168_hh265
d4,d24_hh177
d4,d208_hh137
d4,d50_hh112
d4,d44_hh163
d4,d41_hh53
d4,d18_hh253
d4,d66_hh131
d4,d143_hh224
d4,d183_hh237
d4,d165_hh274
d4,d78_hh123
d4,d59_hh162
d4,d55_hh131
d4,d56_hh166
d4,d38_hh95
d4,d99_hh38
d4,d170_hh228
d4,d42_hh165
d4,d214_hh252
d4,d35_hh211
d4,d122_hh271
d4,d65_hh75
d4,d87_hh32
d4,d161_hh238
d4,d204_hh158
d4,d48_hh119
d4,d83_hh67
d4,d126_hh44
d4,d99_hh230
d4,d128_hh297
d4,d122_hh181
d4,d35_hh211
d4,d210_hh262
d4,d55_hh12
d4,d16_hh201
d4,d18_hh80
d4,d134_hh31
d4,d101_hh182
d4,d32_hh136
d4,d193_hh61
d4,d126_hh44
d4,d134_hh166
d4,d205_hh217
d4,d120_hh45
d4,d55_hh232
d4,d74_hh109
d4,d168_hh34
d4,d16_hh75
d4,d130_hh177
d4,d134_hh166
d4,d137_hh201
d4,d170_hh228
d4,d42_hh38
d4,d11_hh240
d4,d160_hh179
d4,d5_hh117
d4,d186_hh175
d4,d7_hh64
d4,d51_hh49
d4,d126_hh156
d4,d190_hh32
d4,d32_hh19
d4,d195_hh31
d4,d198_hh40
d4,d139_hh9
d4,d59_hh162
d4,d119_hh174
d4,d137_hh109
d4,d126_hh156
d4,d132_hh233
d4,d69_hh274
d4,d51_hh285
d4,d35_hh224
d4,d77_hh156
d4,d164_hh220
d4,d135_hh191
d4,d65_hh115
d4,d175_hh32
d4,d187_hh291
d4,d102_hh228
d4,d91_hh98
d4,d110_hh117
d4,d65_hh115
d4,d59_hh162
d4,d16_hh201
d4,d139_hh164
d4,d118_hh262
d4,d117_hh245
d4,d140_hh260
d4,d135_hh191
d4,d11_hh79
d4,d61_hh79
d4,d35_hh211
d4,d210_hh87
d4,d55_hh12
d4,d82_hh231
d4,d186_hh175
d4,d16_hh201
d4,d184_hh11
d4,d152_hh175
d4,d38_hh49
d4,d81_hh87
d4,d13_hh239
d4,d143_hh82
d4,d66_hh179
d4,d91_hh32
d4,d61_hh246
d4,d158_hh20
d4,d204_hh231
d4,d190_hh182
d4,d137_hh216
d4,d35_hh224
d4,d59_hh251
d4,d73_hh197
d4,d50_hh90
d4,d146_hh88
d4,d129_hh94
d4,d77_hh40
d4,d72_hh77
d4,d202_hh111
d4,d168_hh30
d4,d112_hh17
d4,d73_hh33
d4,d66_hh179
d4,d141_hh194
d4,d158_hh20
d4,d110_hh117
d4,d118_hh175
d4,d124_hh118
d4,d168_hh30
d4,d128_hh278
d4,d88_hh3
d4,d111_hh29
d4,d91_hh98
d4,d141_hh235
d4,d214_hh252
d4,d152_hh175
d4,d156_hh19
d4,d30_hh44
d4,d78_hh234
d4,d26_hh63
d4,d41_hh72
d4,d18_hh80
d4,d135_hh78
d4,d209_hh40
d4,d69_hh209
d4,d204_hh173
d4,d41_hh74
d4,d198_hh78
d4,d16_hh218
d4,d33_hh266
d4,d38_hh95
d4,d130_hh273
d4,d50_hh90
d4,d83_hh67
d4,d163_hh242
d4,d88_hh3
d4,d77_hh156
d4,d53_hh23
d4,d149_hh30
d4,d184_hh11
d4,d158_hh20
d4,d100_hh164
d4,d74_hh212
d4,d82_hh256
d4,d210_hh267
d4,d44_hh35
d4,d169_hh247
d4,d112_hh176
d4,d74_hh11
d4,d29_hh167
d4,d156_hh153
d4,d65_hh227
d4,d168_hh30
d4,d59_hh207
d4,d191_hh275
d4,d174_hh85
d4,d140_hh260
d4,d160_hh179
d4,d85_hh104
d4,d141_hh6
d4,d91_hh98
d4,d214_hh171
d4,d29_hh167
d4,d109_hh209
d4,d48_hh176
d4,d134_hh76
d4,d118_hh188
d4,d129_hh94
d4,d93_hh66
d4,d202_hh17
d4,d93_hh80
d4,d169_hh115
d4,d73_hh151
d4,d208_hh221
d4,d130_hh177
d4,d168_hh30
d4,d195_hh97
d4,d104_hh7
d4,d140_hh195
d4,d73_hh197
d4,d43_hh67
d4,d119_hh174
d4,d24_hh177
d4,d187_hh30
d4,d7_hh148
d4,d125_hh236
d4,d137_hh201
d4,d135_hh57
d4,d40_hh111
d4,d91_hh113
d4,d34_hh12
d4,d208_hh221
d4,d138_hh1
d4,d111_hh29
d4,d51_hh186
d4,d205_hh217
d4,d129_hh94
d4,d135_hh57
d4,d42_hh38
d4,d82_hh256
d4,d139_hh251
d4,d100_hh65
d4,d5_hh117
d4,d135_hh57
d4,d32_hh60
d4,d31_hh135
d4,d119_hh50
d4,d61_hh79
d4,d112_hh31
d4,d141_hh235
d4,d7_hh87
d4,d126_hh156
d4,d156_hh151
d4,d184_hh11
d4,d13_hh157
d4,d97_hh75
d4,d50_hh195
d4,d99_hh38
d4,d124_hh126
d4,d66_hh193
d4,d161_hh238
d4,d29_hh167
d4,d77_hh83
d4,d32_hh101
d4,d93_hh66
d4,d50_hh195
d4,d91_hh98
d4,d11_hh240
d4,d200_hh227
d4,d82_hh115
